CNT,CNTRYID,W_FSTUWT,PV1MATH,PV2MATH,PV3MATH,PV4MATH,PV5MATH,PV6MATH,PV7MATH,PV8MATH,PV9MATH,PV10MATH,W_FSTURWT1,W_FSTURWT2,W_FSTURWT3,W_FSTURWT4,W_FSTURWT5,W_FSTURWT6,W_FSTURWT7,W_FSTURWT8,W_FSTURWT9,W_FSTURWT10,W_FSTURWT11,W_FSTURWT12,W_FSTURWT13,W_FSTURWT14,W_FSTURWT15,W_FSTURWT16,W_FSTURWT17,W_FSTURWT18,W_FSTURWT19,W_FSTURWT20,W_FSTURWT21,W_FSTURWT22,W_FSTURWT23,W_FSTURWT24,W_FSTURWT25,W_FSTURWT26,W_FSTURWT27,W_FSTURWT28,W_FSTURWT29,W_FSTURWT30,W_FSTURWT31,W_FSTURWT32,W_FSTURWT33,W_FSTURWT34,W_FSTURWT35,W_FSTURWT36,W_FSTURWT37,W_FSTURWT38,W_FSTURWT39,W_FSTURWT40,W_FSTURWT41,W_FSTURWT42,W_FSTURWT43,W_FSTURWT44,W_FSTURWT45,W_FSTURWT46,W_FSTURWT47,W_FSTURWT48,W_FSTURWT49,W_FSTURWT50,W_FSTURWT51,W_FSTURWT52,W_FSTURWT53,W_FSTURWT54,W_FSTURWT55,W_FSTURWT56,W_FSTURWT57,W_FSTURWT58,W_FSTURWT59,W_FSTURWT60,W_FSTURWT61,W_FSTURWT62,W_FSTURWT63,W_FSTURWT64,W_FSTURWT65,W_FSTURWT66,W_FSTURWT67,W_FSTURWT68,W_FSTURWT69,W_FSTURWT70,W_FSTURWT71,W_FSTURWT72,W_FSTURWT73,W_FSTURWT74,W_FSTURWT75,W_FSTURWT76,W_FSTURWT77,W_FSTURWT78,W_FSTURWT79,W_FSTURWT80,male,ESCS
ALB,8,9.10388,298.962,305.021,243.26,330.348,327.645,321.884,281.268,296.977,338.349,364.613,13.94482,4.02049,4.14126,5.40501,12.16644,4.77959,13.19824,4.9523,13.86687,14.34625,14.28288,13.12102,4.02288,4.9171,13.50235,3.93353,4.56935,15.53875,14.17266,4.46273,13.92265,4.48079,4.15064,4.78476,13.57069,5.37522,11.79807,4.46974,14.04622,14.36705,15.67753,13.13409,4.01137,4.93772,13.60594,4.33716,4.58783,15.35394,12.92691,4.0253,13.94482,4.02049,4.14126,5.40501,12.16644,4.77959,13.19824,4.9523,13.86687,14.34625,14.28288,13.12102,4.02288,4.9171,13.50235,3.93353,4.56935,15.53875,14.17266,4.46273,13.92265,4.48079,4.15064,4.78476,13.57069,5.37522,11.79807,4.46974,14.04622,14.36705,15.67753,13.13409,4.01137,4.93772,13.60594,4.33716,4.58783,15.35394,12.92691,4.0253,1,0.5203
ALB,8,5.31857,254.638,272.549,287.045,227.296,215.868,198.393,251.528,243.505,251.179,270.211,7.7205,7.2526,2.75098,2.75098,2.95476,2.75098,7.2526,2.41753,7.7205,2.75098,8.25295,8.25295,7.7205,7.7205,2.75098,2.41753,7.2526,3.19114,2.95476,8.25295,7.7205,7.2526,2.75098,2.75098,2.95476,2.75098,7.2526,2.41753,7.7205,2.75098,8.25295,8.25295,7.7205,7.7205,2.75098,2.41753,7.2526,3.19114,2.95476,8.25295,2.75098,2.95476,7.7205,7.7205,7.2526,7.7205,2.95476,8.86428,2.75098,7.7205,2.5735,2.5735,2.75098,2.75098,7.7205,8.86428,2.95476,6.83816,7.2526,2.5735,2.75098,2.95476,7.7205,7.7205,7.2526,7.7205,2.95476,8.86428,2.75098,7.7205,2.5735,2.5735,2.75098,2.75098,7.7205,8.86428,2.95476,6.83816,7.2526,2.5735,1,-1.9564
ALB,8,3.42914,271.043,305.093,267.367,313.599,239.839,250.83,319.357,226.76,309.492,233.81,2.21675,2.21675,4.64152,4.64152,2.21675,2.21675,4.64152,4.64152,4.64152,4.64152,2.21675,4.64152,2.21675,4.64152,2.21675,2.21675,2.21675,2.21675,4.64152,4.64152,4.64152,4.64152,2.21675,2.21675,4.64152,4.64152,2.21675,2.21675,2.21675,2.21675,4.64152,2.21675,4.64152,2.21675,4.64152,4.64152,4.64152,4.64152,2.21675,2.21675,4.64152,4.64152,2.21675,2.21675,4.64152,4.64152,2.21675,2.21675,2.21675,2.21675,4.64152,2.21675,4.64152,2.21675,4.64152,4.64152,4.64152,4.64152,2.21675,2.21675,2.21675,2.21675,4.64152,4.64152,2.21675,2.21675,4.64152,4.64152,4.64152,4.64152,2.21675,4.64152,2.21675,4.64152,2.21675,2.21675,2.21675,2.21675,4.64152,4.64152,1,0.4722
ALB,8,3.59436,489.548,552.212,567.533,574.815,569.873,541.619,594.933,562.352,567.309,604.517,4.85763,1.98057,4.85763,1.98057,4.85763,4.85763,4.85763,4.85763,1.98057,1.98057,4.85763,1.98057,1.98057,4.85763,4.85763,1.98057,1.98057,1.98057,1.98057,4.85763,1.98057,4.85763,1.98057,4.85763,1.98057,1.98057,1.98057,1.98057,4.85763,4.85763,1.98057,4.85763,4.85763,1.98057,1.98057,4.85763,4.85763,4.85763,4.85763,1.98057,4.85763,1.98057,4.85763,1.98057,4.85763,4.85763,4.85763,4.85763,1.98057,1.98057,4.85763,1.98057,1.98057,4.85763,4.85763,1.98057,1.98057,1.98057,1.98057,4.85763,1.98057,4.85763,1.98057,4.85763,1.98057,1.98057,1.98057,1.98057,4.85763,4.85763,1.98057,4.85763,4.85763,1.98057,1.98057,4.85763,4.85763,4.85763,4.85763,1.98057,1,0.2477
ALB,8,4.64456,414.9,415.711,445.966,394.45,505.267,440.933,478.615,448.534,461.381,435.507,3.14524,6.07474,3.14524,3.14524,3.14524,3.14524,6.07474,6.07474,3.14524,6.07474,6.07474,3.14524,3.14524,6.07474,6.07474,6.07474,6.07474,3.14524,6.07474,3.14524,3.14524,6.07474,3.14524,3.14524,3.14524,3.14524,6.07474,6.07474,3.14524,6.07474,6.07474,3.14524,3.14524,6.07474,6.07474,6.07474,6.07474,3.14524,6.07474,3.14524,3.14524,6.07474,3.14524,3.14524,3.14524,3.14524,6.07474,6.07474,3.14524,6.07474,6.07474,3.14524,3.14524,6.07474,6.07474,6.07474,6.07474,3.14524,6.07474,3.14524,3.14524,6.07474,3.14524,3.14524,3.14524,3.14524,6.07474,6.07474,3.14524,6.07474,6.07474,3.14524,3.14524,6.07474,6.07474,6.07474,6.07474,3.14524,6.07474,3.14524,0,-1.165
ALB,8,8.23923,363.445,398.888,349.167,318.85,330.963,372.69,358.909,406.058,323.755,354.62,12.23763,12.25529,12.24979,4.15881,4.10419,12.41703,4.13749,4.12649,12.19504,12.1423,4.16141,4.12424,4.06211,4.15348,12.42367,4.06418,12.2,4.12362,12.41132,12.55011,12.29049,12.29498,12.40919,4.09467,4.07814,12.24741,4.11994,4.09989,12.35056,12.40431,4.0621,4.18077,4.11389,4.13657,12.13266,4.15643,12.36437,4.14249,12.34579,12.14267,4.10405,4.06084,4.14012,12.41867,12.35465,4.04527,12.35559,12.51352,4.11546,4.17331,12.07538,12.29196,12.47004,12.19585,4.07933,12.47204,4.11597,12.40241,4.12332,4.03969,4.12362,4.08411,4.11901,12.25908,12.3085,4.13802,12.5384,12.24411,4.10557,4.04825,12.48017,12.46086,12.21249,12.60543,4.06523,12.30571,4.09886,12.23763,4.10273,4.13873,0,-0.9783
ALB,8,6.76643,445.074,464.578,455.13,447.721,492.547,447.035,450.296,416.568,448.589,413.154,3.36387,3.34258,3.44929,3.3527,3.37666,10.29211,10.32464,3.30878,10.1452,9.88045,3.29339,3.42622,9.96459,10.44834,10.15315,10.12124,3.48112,10.28094,3.40488,9.83403,3.36498,3.34196,3.44856,3.35567,3.37781,10.29061,10.32826,3.30943,10.1427,9.88194,3.29306,3.42689,9.96693,10.45195,10.16388,10.12251,3.48468,10.28406,3.40553,9.83734,3.36461,3.34431,3.45133,3.35469,3.37883,10.28801,10.31865,3.30989,10.13841,9.87773,3.29432,3.42749,9.96071,10.44173,10.14621,10.11893,3.4835,10.27576,3.40599,9.83189,3.36576,3.34367,3.45058,3.35776,3.38002,10.28656,10.32215,3.31056,10.13599,9.87917,3.29398,3.42818,9.96298,10.44523,10.15659,10.12016,3.48717,10.27878,3.40666,9.83509,0,0.7898
ALB,8,4.48837,321.301,233.085,314.825,276.765,174.269,262.34,260.851,297.553,255.111,200.817,6.50562,6.81176,6.81176,6.81176,6.81176,2.27059,2.27059,6.65517,2.21839,2.16854,6.65517,6.65517,2.27059,2.21839,2.21839,2.3253,6.81176,2.16854,6.81176,2.3253,6.50562,6.81176,6.81176,6.81176,6.81176,2.27059,2.27059,6.65517,2.21839,2.16854,6.65517,6.65517,2.27059,2.21839,2.21839,2.3253,6.81176,2.16854,6.81176,2.3253,2.3253,2.21839,2.21839,2.21839,2.21839,6.65517,6.65517,2.27059,6.81176,6.9759,2.27059,2.27059,6.65517,6.81176,6.81176,6.50562,2.21839,6.9759,2.21839,6.50562,2.3253,2.21839,2.21839,2.21839,2.21839,6.65517,6.65517,2.27059,6.81176,6.9759,2.27059,2.27059,6.65517,6.81176,6.81176,6.50562,2.21839,6.9759,2.21839,6.50562,1,0.8781
ALB,8,3.9193,246.714,239.828,138.567,279.619,286.537,237.62,236.271,229.802,258.262,256.101,5.96737,5.84771,1.93036,1.97669,5.87895,1.9395,1.95965,5.91243,5.81849,1.94429,1.94429,1.9395,1.97669,5.83286,1.98912,5.86307,1.98279,5.93007,5.8954,5.94838,5.96737,5.84771,1.93036,1.97669,5.87895,1.9395,1.95965,5.91243,5.81849,1.94429,1.94429,1.9395,1.97669,5.83286,1.98912,5.86307,1.98279,5.93007,5.8954,5.94838,5.96737,5.84771,1.93036,1.97669,5.87895,1.9395,1.95965,5.91243,5.81849,1.94429,1.94429,1.9395,1.97669,5.83286,1.98912,5.86307,1.98279,5.93007,5.8954,5.94838,5.96737,5.84771,1.93036,1.97669,5.87895,1.9395,1.95965,5.91243,5.81849,1.94429,1.94429,1.9395,1.97669,5.83286,1.98912,5.86307,1.98279,5.93007,5.8954,5.94838,1,-1.9912
ALB,8,4.08823,282.244,313.666,302.26,277.946,332.593,326.448,305.532,298.298,270.787,303.1,5.39397,5.39397,5.39397,5.39397,5.39397,5.39397,5.39397,5.39397,5.39397,5.39397,5.39397,5.39397,5.39397,5.39397,5.39397,5.39397,5.39397,5.39397,5.39397,5.39397,2.53177,2.53177,2.53177,2.53177,2.53177,2.53177,2.53177,2.53177,2.53177,2.53177,2.53177,2.53177,2.53177,2.53177,2.53177,2.53177,2.53177,2.53177,2.53177,2.53177,2.53177,2.53177,2.53177,2.53177,2.53177,2.53177,2.53177,2.53177,2.53177,2.53177,2.53177,2.53177,2.53177,2.53177,2.53177,2.53177,2.53177,2.53177,2.53177,2.53177,5.39397,5.39397,5.39397,5.39397,5.39397,5.39397,5.39397,5.39397,5.39397,5.39397,5.39397,5.39397,5.39397,5.39397,5.39397,5.39397,5.39397,5.39397,5.39397,5.39397,0,-0.3934
ALB,8,7.8386,287.258,291.472,268.986,306.429,291.28,264.933,280.969,315.409,245.64,324.107,3.97825,3.89847,11.58218,11.86015,3.9193,3.87899,11.75791,11.82485,11.63697,11.66572,3.88857,11.63697,3.95338,11.66572,3.97825,3.90871,3.96558,3.95338,11.79079,11.89675,3.97825,3.89847,11.58218,11.86015,3.9193,3.87899,11.75791,11.82485,11.63697,11.66572,3.88857,11.63697,3.95338,11.66572,3.97825,3.90871,3.96558,3.95338,11.79079,11.89675,3.97825,3.89847,11.58218,11.86015,3.9193,3.87899,11.75791,11.82485,11.63697,11.66572,3.88857,11.63697,3.95338,11.66572,3.97825,3.90871,3.96558,3.95338,11.79079,11.89675,3.97825,3.89847,11.58218,11.86015,3.9193,3.87899,11.75791,11.82485,11.63697,11.66572,3.88857,11.63697,3.95338,11.66572,3.97825,3.90871,3.96558,3.95338,11.79079,11.89675,1,-1.4446
ALB,8,9.66969,563.525,523.157,589.082,522.714,539.106,481.095,521.888,495.28,551.297,534.029,14.71821,13.60415,4.71309,15.41346,5.13782,13.91905,14.5222,16.10399,14.46438,4.82146,4.73201,14.77971,4.84073,5.03894,15.69411,13.46306,4.90607,4.48769,4.90607,5.23137,13.9386,15.08004,4.82896,14.54501,4.84834,14.25222,14.8698,13.99242,13.73441,4.57814,5.26413,15.14305,4.9566,4.76901,12.80404,16.13948,4.6462,5.37983,4.6462,4.26801,13.9386,15.08004,4.82896,14.54501,4.84834,14.25222,14.8698,13.99242,13.73441,4.57814,5.26413,15.14305,4.9566,4.76901,12.80404,16.13948,4.6462,5.37983,4.6462,4.26801,14.71821,13.60415,4.71309,15.41346,5.13782,13.91905,14.5222,16.10399,14.46438,4.82146,4.73201,14.77971,4.84073,5.03894,15.69411,13.46306,4.90607,4.48769,4.90607,5.23137,1,
ALB,8,4.76087,265.203,344.994,364.89,348.012,256.511,308.086,281.649,273.024,247.749,315.815,2.38043,7.1413,7.1413,2.38043,2.38043,7.1413,7.1413,7.1413,7.1413,2.38043,7.1413,2.38043,7.1413,2.38043,2.38043,2.38043,2.38043,7.1413,7.1413,2.38043,2.38043,7.1413,7.1413,2.38043,2.38043,7.1413,7.1413,7.1413,7.1413,2.38043,7.1413,2.38043,7.1413,2.38043,2.38043,2.38043,2.38043,7.1413,7.1413,2.38043,2.38043,7.1413,7.1413,2.38043,2.38043,7.1413,7.1413,7.1413,7.1413,2.38043,7.1413,2.38043,7.1413,2.38043,2.38043,2.38043,2.38043,7.1413,7.1413,2.38043,2.38043,7.1413,7.1413,2.38043,2.38043,7.1413,7.1413,7.1413,7.1413,2.38043,7.1413,2.38043,7.1413,2.38043,2.38043,2.38043,2.38043,7.1413,7.1413,2.38043,1,-2.8985
ALB,8,3.42999,351.228,295.392,305.467,285.49,284.345,330.238,293.84,338.186,261.68,286.143,1.72534,5.0491,5.06968,1.76484,1.77071,5.01231,5.07091,4.99178,5.09443,1.73177,4.9748,1.7425,5.01102,1.77127,1.77734,1.7261,1.77606,5.04944,4.99042,1.72552,4.95809,1.75726,1.76438,5.07443,5.08852,1.74453,1.76579,1.73798,1.77293,4.97569,1.73155,5.00674,1.74474,5.09015,5.11124,4.95928,5.10737,1.75824,1.73749,4.95866,1.72572,5.05171,5.07268,1.76589,1.77184,5.01032,5.06797,4.99346,5.09102,1.7313,4.97621,1.74314,5.00907,1.77015,1.77612,1.72571,1.77727,5.0469,4.99205,1.72515,4.95924,1.75816,1.76541,5.07759,5.09185,1.74384,1.76475,1.73857,1.77176,4.9743,1.73203,5.00862,1.74405,5.08688,5.10757,4.95813,5.11103,1.75734,1.73807,4.95753,0,
ALB,8,3.38439,473.212,553.067,489.532,465.94,543.733,498.081,489.535,514.793,533.261,478.639,5.02679,5.03404,5.03178,5.12488,5.05757,1.70016,1.69953,5.08505,1.66976,1.66254,5.12809,5.08228,1.66857,1.70611,1.70107,1.66942,5.01133,1.69384,5.09813,1.71838,1.68283,1.68345,1.69909,1.68195,1.67515,5.03081,5.07699,1.68409,5.07318,5.09525,1.66857,1.71731,5.06953,5.09748,4.98367,5.12195,1.69295,5.10477,1.69041,4.98778,5.0574,5.00416,5.10185,5.10115,5.07486,1.66166,1.69175,5.14011,1.69049,1.71425,4.96014,5.0491,1.70742,1.66988,1.67565,1.70769,5.07209,1.69816,5.08114,1.65936,1.69384,1.67761,1.69195,1.67853,1.6853,5.09927,5.15033,1.67648,5.05927,4.98863,1.7088,1.70616,5.01646,5.17787,5.00957,5.05475,1.68367,5.02679,1.68526,5.10014,0,-0.4726
ALB,8,9.66969,512.844,557.651,507.859,537.71,561.843,553.187,563.974,562.65,558.115,550.799,14.71821,4.53472,4.71309,15.41346,5.13782,13.91905,4.84073,16.10399,14.46438,14.46438,14.19602,4.92657,4.84073,15.11681,5.23137,4.48769,14.71821,13.46306,4.90607,5.23137,13.9386,5.02668,4.82896,14.54501,4.84834,14.25222,4.9566,13.99242,13.73441,13.73441,15.79238,5.04768,4.9566,14.30703,4.26801,5.37983,13.9386,16.13948,4.6462,4.26801,13.9386,5.02668,4.82896,14.54501,4.84834,14.25222,4.9566,13.99242,13.73441,13.73441,15.79238,5.04768,4.9566,14.30703,4.26801,5.37983,13.9386,16.13948,4.6462,4.26801,14.71821,4.53472,4.71309,15.41346,5.13782,13.91905,4.84073,16.10399,14.46438,14.46438,14.19602,4.92657,4.84073,15.11681,5.23137,4.48769,14.71821,13.46306,4.90607,5.23137,1,-0.896
ALB,8,5.53062,332.306,192.408,267.184,312.559,283.377,238.196,225.337,271.606,305.93,306.694,3.74527,7.23364,3.74527,3.74527,3.74527,3.74527,7.23364,7.23364,3.74527,7.23364,7.23364,3.74527,3.74527,7.23364,7.23364,7.23364,7.23364,3.74527,7.23364,3.74527,3.74527,7.23364,3.74527,3.74527,3.74527,3.74527,7.23364,7.23364,3.74527,7.23364,7.23364,3.74527,3.74527,7.23364,7.23364,7.23364,7.23364,3.74527,7.23364,3.74527,3.74527,7.23364,3.74527,3.74527,3.74527,3.74527,7.23364,7.23364,3.74527,7.23364,7.23364,3.74527,3.74527,7.23364,7.23364,7.23364,7.23364,3.74527,7.23364,3.74527,3.74527,7.23364,3.74527,3.74527,3.74527,3.74527,7.23364,7.23364,3.74527,7.23364,7.23364,3.74527,3.74527,7.23364,7.23364,7.23364,7.23364,3.74527,7.23364,3.74527,1,0.2714
ALB,8,3.7603,299.417,342.498,305.556,317.932,319.669,299.096,321.898,312.028,333.864,310.094,5.45116,1.79292,5.63405,2.07401,1.77944,5.50208,5.79106,1.97081,1.8069,1.86936,1.79751,5.64509,1.82433,5.66038,1.93638,5.35143,5.45525,5.86667,6.09754,1.99013,1.81416,5.99457,1.88227,5.50804,5.95449,2.06258,1.72557,5.33632,5.49079,5.61621,5.91907,1.88357,5.45733,1.89471,5.85372,1.96685,1.82577,1.9323,1.85386,5.3852,5.45116,1.79292,5.63405,2.07401,1.77944,5.50208,5.79106,1.97081,1.8069,1.86936,1.79751,5.64509,1.82433,5.66038,1.93638,5.35143,5.45525,5.86667,6.09754,1.99013,1.81416,5.99457,1.88227,5.50804,5.95449,2.06258,1.72557,5.33632,5.49079,5.61621,5.91907,1.88357,5.45733,1.89471,5.85372,1.96685,1.82577,1.9323,1.85386,5.3852,1,-1.7741
ALB,8,4.14456,501.895,474.988,500.348,477.207,457.187,504.53,460.661,481.072,465.425,487.651,2.62403,5.66389,5.68698,2.68411,5.70617,5.62263,2.68462,2.64273,5.71475,5.58071,5.58055,5.61528,2.65292,5.70798,2.70312,5.56244,2.70117,2.67326,2.64201,2.62431,5.56181,2.67259,2.68341,5.69231,2.69395,2.65321,5.69035,5.6007,2.69642,2.63422,2.63348,2.65065,5.6225,2.69481,5.7336,2.62552,5.72926,5.666,5.59913,5.56244,2.62461,5.66683,5.69035,2.6857,5.70984,5.62039,2.68307,2.64362,5.71092,5.57917,5.58213,5.61736,2.65188,5.70437,2.70127,5.56117,2.70301,2.67191,2.64287,2.62374,5.5631,2.67395,2.68498,5.69585,2.69571,2.65217,5.68698,5.60261,2.69463,2.63348,2.63422,2.65165,5.62027,2.69308,5.72949,2.62491,5.73336,5.66309,5.601,5.56117,1,0.6639
ALB,8,3.27408,244.378,334.048,303.571,220.073,335.932,198.496,367.31,279.924,300.21,304.161,1.61281,4.92888,4.94898,1.64974,1.65522,4.89297,4.95017,4.87293,4.97314,1.61883,4.85635,1.62886,4.89171,1.65575,1.66142,1.61353,1.66023,4.92922,4.8716,1.61299,4.84004,1.64266,1.64931,4.95361,4.96736,1.63075,1.65063,1.62463,1.6573,4.85722,1.61862,4.88753,1.63095,4.96896,4.98954,4.8412,4.98577,1.64357,1.62418,4.84059,1.61317,4.93144,4.9519,1.65072,1.65629,4.89102,4.9473,4.87457,4.96981,1.61839,4.85773,1.62946,4.8898,1.6547,1.66029,1.61316,1.66136,4.92673,4.87319,1.61264,4.84117,1.6435,1.65028,4.95669,4.97061,1.63011,1.64966,1.62518,1.65621,4.85586,1.61907,4.88937,1.63031,4.96576,4.98596,4.84007,4.98934,1.64273,1.62472,4.83949,1,0.0386
ALB,8,4.55526,346.214,354.908,427.471,343.614,343.835,379.669,391.164,403.928,360.636,375.259,6.94971,6.94971,6.41265,7.01457,6.71294,2.22346,2.33819,6.71294,2.41781,2.31657,6.71294,7.34458,2.23765,2.1454,2.31657,2.33819,6.67039,2.33819,6.94971,2.13755,6.67039,6.67039,7.25344,6.71294,7.01457,2.31657,2.23765,7.01457,2.13755,2.22346,7.01457,6.43619,2.33819,2.44819,2.22346,2.23765,6.94971,2.23765,6.67039,2.41781,2.22346,2.22346,2.41781,2.23765,2.33819,6.94971,6.71294,2.33819,6.41265,6.67039,2.33819,2.1454,7.01457,7.34458,6.67039,6.71294,2.31657,6.71294,2.22346,7.25344,2.31657,2.31657,2.13755,2.33819,2.23765,6.67039,7.01457,2.23765,7.25344,6.94971,2.23765,2.44819,6.71294,6.43619,6.94971,7.01457,2.22346,7.01457,2.31657,6.41265,0,0.2937
ALB,8,3.94622,387.053,385.518,416.104,402.014,391.606,412.963,419.704,412.266,389.196,399.382,5.68107,6.19425,1.89369,1.89369,2.06475,2.06475,6.19425,2.06475,5.68107,2.06475,5.68107,6.19425,5.68107,5.68107,1.89369,1.89369,6.19425,2.06475,1.89369,6.19425,5.68107,6.19425,1.89369,1.89369,2.06475,2.06475,6.19425,2.06475,5.68107,2.06475,5.68107,6.19425,5.68107,5.68107,1.89369,1.89369,6.19425,2.06475,1.89369,6.19425,2.06475,1.89369,6.19425,6.19425,5.68107,5.68107,1.89369,5.68107,2.06475,5.68107,2.06475,1.89369,2.06475,2.06475,6.19425,6.19425,1.89369,5.68107,6.19425,1.89369,2.06475,1.89369,6.19425,6.19425,5.68107,5.68107,1.89369,5.68107,2.06475,5.68107,2.06475,1.89369,2.06475,2.06475,6.19425,6.19425,1.89369,5.68107,6.19425,1.89369,0,-1.181
ALB,8,3.74381,465.794,470.513,431.121,464.199,451.943,469.238,431.514,455.68,431.791,429.658,5.82577,1.77115,1.77115,5.82577,1.77115,5.82577,1.77115,5.82577,5.82577,5.82577,5.82577,1.77115,1.77115,5.82577,1.77115,1.77115,5.82577,5.82577,1.77115,1.77115,5.82577,1.77115,1.77115,5.82577,1.77115,5.82577,1.77115,5.82577,5.82577,5.82577,5.82577,1.77115,1.77115,5.82577,1.77115,1.77115,5.82577,5.82577,1.77115,1.77115,1.77115,5.82577,5.82577,1.77115,5.82577,1.77115,5.82577,1.77115,1.77115,1.77115,1.77115,5.82577,5.82577,1.77115,5.82577,5.82577,1.77115,1.77115,5.82577,5.82577,1.77115,5.82577,5.82577,1.77115,5.82577,1.77115,5.82577,1.77115,1.77115,1.77115,1.77115,5.82577,5.82577,1.77115,5.82577,5.82577,1.77115,1.77115,5.82577,5.82577,0,0.8281
ALB,8,3.05515,322.81,349.272,376.452,402.178,393.411,315.601,369.675,340.363,395.927,387.503,4.53931,1.53395,1.56707,4.57566,1.52888,4.57897,1.52104,4.64391,4.53675,4.56086,4.48866,1.50142,1.56904,4.6027,1.50077,1.55611,4.67504,4.48665,1.50691,1.54538,1.54382,4.56086,4.47552,1.53011,4.57897,1.52888,4.60698,1.50607,1.54538,1.53395,1.55457,4.67504,4.47396,1.52201,4.68066,4.48665,1.50142,1.55611,4.63956,4.53675,4.53931,1.53395,1.56707,4.57566,1.52888,4.57897,1.52104,4.64391,4.53675,4.56086,4.48866,1.50142,1.56904,4.6027,1.50077,1.55611,4.67504,4.48665,1.50691,1.54538,1.54382,4.56086,4.47552,1.53011,4.57897,1.52888,4.60698,1.50607,1.54538,1.53395,1.55457,4.67504,4.47396,1.52201,4.68066,4.48665,1.50142,1.55611,4.63956,4.53675,1,-2.5823
ALB,8,7.21983,271.606,340.583,304.079,251.791,323.591,237.104,290.295,277.058,252.132,316.534,3.6921,3.60436,10.58942,10.89562,3.58318,10.53944,10.91525,3.77406,3.63102,10.54575,10.56351,10.51952,10.8718,3.59559,10.80664,3.57174,10.76777,3.71082,3.75095,3.75571,3.6921,3.60436,10.58942,10.89562,3.58318,10.53944,10.91525,3.77406,3.63102,10.54575,10.56351,10.51952,10.8718,3.59559,10.80664,3.57174,10.76777,3.71082,3.75095,3.75571,3.6921,3.60436,10.58942,10.89562,3.58318,10.53944,10.91525,3.77406,3.63102,10.54575,10.56351,10.51952,10.8718,3.59559,10.80664,3.57174,10.76777,3.71082,3.75095,3.75571,3.6921,3.60436,10.58942,10.89562,3.58318,10.53944,10.91525,3.77406,3.63102,10.54575,10.56351,10.51952,10.8718,3.59559,10.80664,3.57174,10.76777,3.71082,3.75095,3.75571,0,-1.7171
ALB,8,4.14456,473.664,427.515,474.271,525.853,489.867,479.75,497.292,493.548,514.326,487.912,6.92942,1.2256,1.2306,7.08807,1.23475,1.21667,7.08943,6.97881,1.2366,1.2076,1.20757,1.21508,7.00571,1.23514,7.13827,1.20365,7.13312,7.05942,6.9769,6.93017,1.20351,7.05764,7.08623,1.23175,7.11405,7.00649,1.23133,1.21193,7.12057,6.95632,6.95437,6.99972,1.21664,7.11634,1.24068,6.93337,1.23975,1.22606,1.21159,1.20365,6.93095,1.22624,1.23133,7.09227,1.23554,1.21619,7.08532,6.98116,1.23578,1.20727,1.20791,1.21553,7.00297,1.23436,7.13339,1.20337,7.13799,7.05587,6.97918,6.92866,1.20379,7.06126,7.09037,1.23252,7.1187,7.00373,1.2306,1.21234,7.11586,6.95437,6.95632,7.00235,1.21616,7.11176,1.23979,6.93176,1.24063,1.22543,1.21199,1.20337,1,-1.5006
ALB,8,4.81451,341.138,386.641,394.174,257.732,329.51,340.512,336.765,301.695,320.816,269.145,2.33892,2.38264,2.39235,2.39247,2.40043,7.32567,7.41131,2.35559,7.44569,7.27106,2.34758,2.36219,7.32378,7.43687,7.46237,7.24725,2.40768,7.37994,2.35495,7.24482,2.3397,2.3822,2.39185,2.3946,2.40124,7.3246,7.4139,2.35606,7.44386,7.27215,2.34734,2.36265,7.3255,7.43944,7.47025,7.24816,2.41014,7.38217,2.3554,7.24725,7.24563,7.38326,7.4139,7.41428,7.4393,2.36434,2.39154,7.29812,2.40242,2.347,7.27291,7.3188,2.36375,2.39967,2.40777,2.33943,7.46208,2.3816,7.29605,2.33867,7.24811,7.38185,7.41229,7.42107,7.44191,2.36401,2.39235,7.29959,2.40185,2.34734,7.27215,7.32027,2.36429,2.40047,2.41023,2.33971,7.46994,2.3823,7.29749,2.33943,0,-0.9643
ALB,8,3.13961,445.806,468.058,424.182,447.329,419.497,420.108,461.325,423.192,448.625,453.466,4.70941,1.5698,1.5698,4.70941,4.70941,1.5698,1.5698,1.5698,1.5698,4.70941,1.5698,4.70941,1.5698,4.70941,4.70941,4.70941,4.70941,1.5698,1.5698,4.70941,4.70941,1.5698,1.5698,4.70941,4.70941,1.5698,1.5698,1.5698,1.5698,4.70941,1.5698,4.70941,1.5698,4.70941,4.70941,4.70941,4.70941,1.5698,1.5698,4.70941,4.70941,1.5698,1.5698,4.70941,4.70941,1.5698,1.5698,1.5698,1.5698,4.70941,1.5698,4.70941,1.5698,4.70941,4.70941,4.70941,4.70941,1.5698,1.5698,4.70941,4.70941,1.5698,1.5698,4.70941,4.70941,1.5698,1.5698,1.5698,1.5698,4.70941,1.5698,4.70941,1.5698,4.70941,4.70941,4.70941,4.70941,1.5698,1.5698,4.70941,0,-2.2685
